,explanation,label,latency,match,prediction,row,type
11,"{'ltable_authors': -8.091049231733525e-06, 'ltable_title': -4.777022867161248e-06, 'ltable_venue': -1.320772812135429e-05, 'ltable_year': -1.3023728686116296e-06, 'rtable_authors': 2.70726743711226e-06, 'rtable_title': -1.879838346334089e-05, 'rtable_venue': -1.7175145027799852e-05, 'rtable_year': 1.832074609535853e-05}",0.0,1.523972667986527,0.0,[1.0000000e+00 4.8797634e-18],709-45026,landmark
12,"{'ltable_authors': 0.42660697969423383, 'ltable_title': 0.7472688525212416, 'ltable_venue': 0.22352583641060114, 'ltable_year': -0.026770727427473474, 'rtable_authors': 0.3424135998635356, 'rtable_title': -0.9057532015491544, 'rtable_venue': 0.35949952115325, 'rtable_year': 0.3028320864945139}",0.0,1.0961284100194462,0.0,[0.9976599  0.00234002],2295-8559,landmark
13,"{'ltable_authors': -0.16452901902254213, 'ltable_title': 0.20262818650080758, 'ltable_venue': -0.016606439366847837, 'ltable_year': 0.02774754126473092, 'rtable_authors': -0.06100698599019522, 'rtable_title': -0.019532860640069587, 'rtable_venue': -0.04119978369265956, 'rtable_year': 0.10143877340630285}",0.0,1.4370792519766837,1.0,[8.865648e-04 9.991134e-01],2579-42314,landmark
14,"{'ltable_authors': -0.03497424422245739, 'ltable_title': 0.013060229820264248, 'ltable_venue': 0.0057733053418245, 'ltable_year': 0.004425800048552663, 'rtable_authors': -0.04868522346927728, 'rtable_title': 0.009106576748055862, 'rtable_venue': 0.027121672510401287, 'rtable_year': -0.0029726048833214015}",0.0,1.3745269939536229,0.0,[9.9999905e-01 9.0049650e-07],696-46108,landmark
15,"{'ltable_authors': -6.237481124158299e-06, 'ltable_title': 1.1632249700850958e-06, 'ltable_venue': -7.415326626186003e-06, 'ltable_year': 5.449438356786848e-06, 'rtable_authors': 5.464607938202811e-06, 'rtable_title': -7.76682483092961e-06, 'rtable_venue': 3.970399076549616e-07, 'rtable_year': -4.510246674010538e-06}",0.0,1.5661743090022355,0.0,[1.0000000e+00 1.4167843e-13],659-12273,landmark
16,"{'ltable_authors': 0.011018518061499123, 'ltable_title': -6.0499860368644375e-05, 'ltable_venue': 0.02358145845154022, 'ltable_year': 0.005345773653618713, 'rtable_authors': 0.019842314369954813, 'rtable_title': -0.07579069283427242, 'rtable_venue': 0.026640541225202652, 'rtable_year': -0.008057248486245882}",0.0,1.4413880879874341,0.0,[1.000000e+00 5.199362e-09],612-42439,landmark
17,"{'ltable_authors': -0.07716020171829167, 'ltable_title': 0.015786303124559007, 'ltable_venue': -0.02449087806465683, 'ltable_year': -0.0008153922673846698, 'rtable_authors': 0.02347758989905428, 'rtable_title': -0.08638318489893095, 'rtable_venue': -0.035030707663619584, 'rtable_year': 0.025158957826048774}",0.0,1.2805086360312998,0.0,[9.9999857e-01 1.4844829e-06],2185-10241,landmark
18,"{'ltable_authors': -0.06466662183769187, 'ltable_title': 0.02508925235506055, 'ltable_venue': 0.015154864447191904, 'ltable_year': -0.015675944880736137, 'rtable_authors': -0.04993425030160133, 'rtable_title': 0.03736327545736342, 'rtable_venue': -0.006518534738384176, 'rtable_year': 0.005013398310281586}",0.0,1.4982394049875438,0.0,[1.0000000e+00 2.4827474e-13],980-58492,landmark
19,"{'ltable_authors': 0.049497284534982644, 'ltable_title': -0.08011919694068745, 'ltable_venue': -0.04021678737134361, 'ltable_year': -0.008878926141312379, 'rtable_authors': -0.056769102459815014, 'rtable_title': -0.11631200370835348, 'rtable_venue': 0.10631622086531875, 'rtable_year': 0.00867876065661597}",0.0,1.5614890590077266,0.0,[1.0000000e+00 1.3901135e-12],603-1832,landmark
20,"{'ltable_authors': 0.010906936733725633, 'ltable_title': -0.016494122148805322, 'ltable_venue': -0.0060965390704559135, 'ltable_year': 0.0021746547317982607, 'rtable_authors': -0.00278016377867666, 'rtable_title': -0.008417274299028037, 'rtable_venue': 0.002773879004095502, 'rtable_year': -0.0002741168778670139}",0.0,1.5851609099772759,0.0,[1.0000000e+00 3.6305944e-11],2310-35508,landmark
21,"{'ltable_authors': -0.5020430776991816, 'ltable_title': 1.040236642164667, 'ltable_venue': -0.027515163660450134, 'ltable_year': 0.06730132734239577, 'rtable_authors': -0.04501053395624056, 'rtable_title': 0.8050434782636108, 'rtable_venue': -0.03513182353556907, 'rtable_year': -0.05417223462180433}",1.0,1.4252420230186544,1.0,[0.46521887 0.53478116],1381-47050,landmark
22,"{'ltable_authors': -0.04884226510875574, 'ltable_title': -0.047414192664154475, 'ltable_venue': -0.005491581108854048, 'ltable_year': -0.004920185481186527, 'rtable_authors': -0.039888502245471975, 'rtable_title': 0.10546319202913917, 'rtable_venue': -0.00033804279975411123, 'rtable_year': -0.0005416456930527349}",0.0,1.570734178996645,0.0,[1.000000e+00 1.569767e-16],1084-26734,landmark
23,"{'ltable_authors': 0.003482055880033019, 'ltable_title': -0.015546065128400545, 'ltable_venue': 0.0010993872675836944, 'ltable_year': -0.005046419280292218, 'rtable_authors': 0.007545263306345631, 'rtable_title': -0.07083881347642962, 'rtable_venue': 0.048707741626287, 'rtable_year': 0.00412670065746028}",0.0,1.5328283779672347,0.0,[1.000000e+00 9.791125e-20],1883-15003,landmark
24,"{'ltable_authors': -0.07140069800807894, 'ltable_title': 0.0021405251869423053, 'ltable_venue': -0.0013188974207770845, 'ltable_year': 0.014043446103474855, 'rtable_authors': -0.009086497135107507, 'rtable_title': 0.04554668543940055, 'rtable_venue': 0.00950920295939633, 'rtable_year': 0.0006318013063854285}",0.0,1.4879274019622244,0.0,[1.00000e+00 6.42148e-17],2036-47255,landmark
25,"{'ltable_authors': -0.06134403200098684, 'ltable_title': 0.0775062100869553, 'ltable_venue': -0.059525608088320386, 'ltable_year': -0.014751136082564877, 'rtable_authors': -0.05203677554501271, 'rtable_title': -0.08462407622373033, 'rtable_venue': 0.08180984777324873, 'rtable_year': -0.0037177592262577597}",0.0,1.1478892429731786,0.0,[9.999945e-01 5.468317e-06],2588-7916,landmark
26,"{'ltable_authors': -2.4154531569964054e-05, 'ltable_title': 2.9809018779746962e-05, 'ltable_venue': 1.3958388624707651e-05, 'ltable_year': 6.124661137802938e-06, 'rtable_authors': -3.501073560104341e-05, 'rtable_title': 2.206947295780129e-05, 'rtable_venue': 6.623159494908343e-06, 'rtable_year': -2.518064248534515e-05}",0.0,1.4864509149920195,0.0,[1.000000e+00 9.866851e-15],1435-59475,landmark
27,"{'ltable_authors': -0.02261880203019029, 'ltable_title': 0.31422082858442474, 'ltable_venue': -0.026358689540423343, 'ltable_year': -0.0017437784807830242, 'rtable_authors': -0.1530815932374377, 'rtable_title': -0.024760499800681183, 'rtable_venue': -0.0011784102383452868, 'rtable_year': -0.0890950797723205}",0.0,1.7061703309882432,0.0,[9.99999881e-01 1.04188636e-07],800-29677,landmark
28,"{'ltable_authors': 0.0001845731560789993, 'ltable_title': -0.0010095202345189525, 'ltable_venue': 0.00047078923186040744, 'ltable_year': 0.00041635190015868205, 'rtable_authors': -0.0007301923133531023, 'rtable_title': -0.0011243160329671062, 'rtable_venue': 0.0011676918828802648, 'rtable_year': 0.0003455006744390193}",0.0,1.4400476570008323,0.0,[1.0000000e+00 2.1784271e-14],806-6887,landmark
29,"{'ltable_authors': -0.09657231006426528, 'ltable_title': -0.09249867113472587, 'ltable_venue': -0.06169004972907968, 'ltable_year': 0.06881907655695535, 'rtable_authors': -0.026203362172376402, 'rtable_title': 0.06547414105591015, 'rtable_venue': 0.06291266637038165, 'rtable_year': 0.06394581378424075}",0.0,1.4080667750095017,0.0,[9.9993503e-01 6.4925800e-05],925-52718,landmark
30,"{'ltable_authors': -0.0030084335483610346, 'ltable_title': -0.0014522119350427447, 'ltable_venue': 0.0003707299364516276, 'ltable_year': -0.003435815738612107, 'rtable_authors': -0.0031685406512751073, 'rtable_title': -0.0014733615402318751, 'rtable_venue': 0.0020243314302878855, 'rtable_year': 7.472944130551573e-05}",0.0,1.4084793939837255,0.0,[1.000000e+00 4.542729e-13],1856-43531,landmark
31,"{'ltable_authors': 0.15628368644154256, 'ltable_title': 0.24924524720003655, 'ltable_venue': -0.08188910832231028, 'ltable_year': 0.06091473154768206, 'rtable_authors': 0.03383323198726285, 'rtable_title': 0.17075066572772452, 'rtable_venue': -0.13539553849204164, 'rtable_year': 0.1543202491532461}",0.0,1.5940767520223744,1.0,[6.011774e-08 9.999999e-01],74-40649,landmark
32,"{'ltable_authors': -8.015470075754209e-05, 'ltable_title': 0.019823640022408655, 'ltable_venue': 0.002646670048968631, 'ltable_year': -0.001507847715919738, 'rtable_authors': -0.008858442530083034, 'rtable_title': -0.024954242186861774, 'rtable_venue': 0.0020011894206521568, 'rtable_year': 0.002117605351167256}",0.0,1.5628830620553344,0.0,[1.000000e+00 3.861992e-11],2538-15659,landmark
33,"{'ltable_authors': 5.71263375737454e-05, 'ltable_title': 5.084859011270995e-05, 'ltable_venue': 1.669303104482594e-05, 'ltable_year': 1.6022176118365756e-06, 'rtable_authors': 2.0139807862306373e-05, 'rtable_title': -0.0001563712411765667, 'rtable_venue': -1.87281554676701e-05, 'rtable_year': -1.711992624710258e-05}",0.0,1.4495790590299293,0.0,[1.00000e+00 1.90468e-22],19-6261,landmark
34,"{'ltable_authors': 0.26091173786223604, 'ltable_title': -0.0961755332334243, 'ltable_venue': 0.03357043116512516, 'ltable_year': 0.007963270016155648, 'rtable_authors': -0.11979153417358161, 'rtable_title': -0.10183105425779246, 'rtable_venue': -0.045120356233039505, 'rtable_year': -0.053813752804925334}",0.0,1.4978575709974393,0.0,[1.000000e+00 9.001908e-09],1391-10963,landmark
35,"{'ltable_authors': 0.0031368306933616903, 'ltable_title': -0.005023798983405626, 'ltable_venue': -0.0025480061837638225, 'ltable_year': -0.002535226812545425, 'rtable_authors': -0.009621232263067336, 'rtable_title': 0.0019994114850466153, 'rtable_venue': 0.0014993801547045315, 'rtable_year': 0.002430901170799773}",0.0,1.3584944739704952,0.0,[1.0000000e+00 1.9158336e-10],2113-4298,landmark
36,"{'ltable_authors': -0.03951174063168167, 'ltable_title': 0.016166132582070634, 'ltable_venue': 0.01419310981091388, 'ltable_year': 0.007747796428680504, 'rtable_authors': 0.029570163585064257, 'rtable_title': -0.02960378015589155, 'rtable_venue': -0.03965550881358905, 'rtable_year': 0.005410981013720285}",0.0,1.4052055929787457,0.0,[1.0000000e+00 7.1265156e-13],997-53122,landmark
37,"{'ltable_authors': 0.08478947880075498, 'ltable_title': -0.13993892435600547, 'ltable_venue': 0.02531174624144395, 'ltable_year': 0.007361799982300424, 'rtable_authors': -0.09641087055693696, 'rtable_title': 0.09534275686611575, 'rtable_venue': -0.03839556955215802, 'rtable_year': 6.506245012812169e-05}",0.0,1.2389780310331844,0.0,[1.0000000e+00 6.5726313e-10],667-8795,landmark
38,"{'ltable_authors': -0.013605588082658238, 'ltable_title': 0.0004282673275140368, 'ltable_venue': -0.005863580824746105, 'ltable_year': -0.006018771983296334, 'rtable_authors': 0.002207696141087464, 'rtable_title': 0.01089156619421715, 'rtable_venue': -0.002682563494618487, 'rtable_year': -0.006986777669811475}",0.0,1.6787820900208317,0.0,[1.0000000e+00 6.3013367e-10],2076-38242,landmark
39,"{'ltable_authors': -1.4704353029327853e-09, 'ltable_title': -3.0995549353436334e-09, 'ltable_venue': -3.589235060438848e-10, 'ltable_year': 1.784198468530583e-09, 'rtable_authors': 1.0717454266189365e-09, 'rtable_title': 2.343893958726835e-09, 'rtable_venue': -2.8950083153609783e-09, 'rtable_year': 1.503021853934465e-09}",0.0,1.2607981670298614,0.0,[1.0000000e+00 2.3180597e-19],425-50887,landmark
40,"{'ltable_authors': -6.877240166853476e-06, 'ltable_title': -8.857021420437505e-06, 'ltable_venue': 5.613917918243284e-06, 'ltable_year': 3.7104767522964215e-06, 'rtable_authors': -6.478968064391888e-06, 'rtable_title': 3.417823613323843e-06, 'rtable_venue': -2.2595672675984232e-07, 'rtable_year': -1.3220302672316178e-06}",0.0,1.5140849819872528,0.0,[1.000000e+00 4.684084e-15],1487-16499,landmark
41,"{'ltable_authors': 0.4039094865496646, 'ltable_title': 0.29992482802900644, 'ltable_venue': -0.20467467963484923, 'ltable_year': -0.016572351344159842, 'rtable_authors': 0.4030989622237055, 'rtable_title': 0.9580566741684572, 'rtable_venue': -0.12671471674963714, 'rtable_year': 0.013888663665708345}",1.0,1.4564715480082668,0.0,[9.9999964e-01 3.7216847e-07],846-53598,landmark
42,"{'ltable_authors': -0.031024000819035044, 'ltable_title': -0.011217532350278971, 'ltable_venue': 0.008951168704591539, 'ltable_year': 0.0030727960934961874, 'rtable_authors': 0.004121281179017426, 'rtable_title': -0.021945596554958268, 'rtable_venue': 0.00960132227536614, 'rtable_year': -0.0009402220950154807}",0.0,1.3962325649918057,0.0,[9.9999988e-01 8.0641534e-08],1785-42348,landmark
43,"{'ltable_authors': -0.04760106305916678, 'ltable_title': 0.23852048551078428, 'ltable_venue': 0.029300059273259363, 'ltable_year': -0.03578869027811924, 'rtable_authors': 0.03660228381736727, 'rtable_title': -0.13281935885773358, 'rtable_venue': -0.12256960756433863, 'rtable_year': -0.03982363147733737}",0.0,1.5364513130043633,0.0,[1.000000e+00 6.831718e-10],1357-50278,landmark
44,"{'ltable_authors': 7.109059849982151e-06, 'ltable_title': 1.4687819324627109e-05, 'ltable_venue': -6.896305241399853e-06, 'ltable_year': -4.161206419702907e-06, 'rtable_authors': -1.1064826545525416e-05, 'rtable_title': -1.8400380933841145e-05, 'rtable_venue': 6.348874007592035e-06, 'rtable_year': 5.086777175496262e-06}",0.0,1.597015012986958,0.0,[9.9997175e-01 2.8215987e-05],1640-55264,landmark
45,"{'ltable_authors': -0.027047431602811096, 'ltable_title': -0.013479349070204918, 'ltable_venue': 0.007151659306024812, 'ltable_year': -0.006225122569860969, 'rtable_authors': -0.015338795912863648, 'rtable_title': 0.014340002661321722, 'rtable_venue': 0.0028954811603356606, 'rtable_year': 0.0087025188292435}",0.0,1.3635407320107333,0.0,[1.0000000e+00 1.5199861e-15],2213-26608,landmark
46,"{'ltable_authors': 0.10073043972656906, 'ltable_title': 0.08239608315005459, 'ltable_venue': 0.056656992490518525, 'ltable_year': 0.025004490548794892, 'rtable_authors': 0.11904006287469256, 'rtable_title': -0.22207331526340673, 'rtable_venue': -0.163981634371018, 'rtable_year': -0.005042067276719554}",0.0,1.567437254008837,0.0,[1.000000e+00 2.977692e-11],2388-27440,landmark
47,"{'ltable_authors': -0.0048410228830525655, 'ltable_title': 0.09529745937918842, 'ltable_venue': 0.025432132568693616, 'ltable_year': 0.013707853008520038, 'rtable_authors': -0.020522802451051102, 'rtable_title': -0.18038364148051175, 'rtable_venue': 0.01955700739216991, 'rtable_year': 0.024621881602132602}",0.0,1.461986528011039,0.0,[9.9999774e-01 2.2559936e-06],2510-18329,landmark
48,"{'ltable_authors': -0.19208616415829755, 'ltable_title': 0.7485177804549086, 'ltable_venue': -0.013254570618314972, 'ltable_year': -0.03642899849960571, 'rtable_authors': -0.6662540819296099, 'rtable_title': 0.4176968617240121, 'rtable_venue': 0.07542361876216726, 'rtable_year': 0.0017093244393149081}",0.0,1.295509380986914,1.0,[0.00541205 0.9945879 ],479-14191,landmark
49,"{'ltable_authors': 0.3763440315721003, 'ltable_title': 0.013997417568222682, 'ltable_venue': -0.07245353357007107, 'ltable_year': 0.06547261198441835, 'rtable_authors': 0.5761874473418681, 'rtable_title': 0.9597478061009297, 'rtable_venue': 0.30607951759384255, 'rtable_year': -0.17108205942526405}",1.0,1.6108406929997727,1.0,[5.210782e-07 9.999995e-01],670-2835,landmark
