,explanation,label,latency,match,prediction,row,type
10,"{'ltable_authors': -3.240085771236349e-20, 'ltable_id': 2.6772871282962442e-20, 'ltable_title': 4.383909845183932e-20, 'ltable_venue': -1.1794078483011185e-20, 'ltable_year': -1.2645830553535165e-19, 'rtable_authors': 6.572052742939865e-21, 'rtable_id': -1.3678652832600313e-19, 'rtable_title': -3.5969222704317486e-20, 'rtable_venue': -9.77609827944089e-21}",0.0,0.8897473480319604,0.0,[0.99259984 0.00740015],1712-41920,mojito-c
11,"{'ltable_authors': -6.1207612003616155e-25, 'ltable_id': 3.558553613060379e-23, 'ltable_title': 1.0504142797454357e-23, 'ltable_venue': -3.815364409694165e-22, 'ltable_year': -4.4848606441269206e-23, 'rtable_authors': -3.4904045043987776e-23, 'rtable_id': 9.507991400853924e-23, 'rtable_title': -2.4285564402232344e-23, 'rtable_venue': 6.388282566849514e-23, 'rtable_year': -1.0227926791754503e-22}",0.0,0.9618729090434499,0.0,[1.000000e+00 7.078995e-12],709-45026,mojito-c
12,"{'ltable_authors': 1.2493893704041753e-16, 'ltable_id': -2.721453604809306e-15, 'ltable_title': -1.1277254036031926e-16, 'ltable_venue': -7.049055188692489e-16, 'ltable_year': -3.7172674353318727e-16, 'rtable_authors': -1.4967965445682096e-16, 'rtable_id': 3.435157360939277e-15, 'rtable_title': 1.2543816896036843e-16, 'rtable_venue': -7.676476785272692e-17}",0.0,1.0148412510170601,1.0,[2.9093241e-07 9.9999976e-01],2579-42314,mojito-c
13,"{'ltable_authors': -3.9408529860455346e-23, 'ltable_id': -1.8927100111678344e-22, 'ltable_title': -2.5119962801048553e-23, 'ltable_venue': 1.8159607047987988e-22, 'ltable_year': 6.675569321667471e-23, 'rtable_authors': -5.33897674637702e-23, 'rtable_id': -1.2824790087351361e-22, 'rtable_title': 4.635915873284995e-23, 'rtable_venue': -3.683472240777978e-23, 'rtable_year': 1.4199632989658138e-22}",0.0,0.825050133978948,0.0,[9.9999976e-01 2.8686640e-07],696-46108,mojito-c
14,"{'ltable_authors': -4.8894255546410585e-61, 'ltable_id': 7.196580779539031e-62, 'ltable_title': 3.44137613179723e-61, 'ltable_venue': -3.742688145833027e-61, 'ltable_year': 6.987718129095454e-61, 'rtable_authors': -7.43925813812315e-62, 'rtable_id': 3.978722184108367e-61, 'rtable_title': 7.297944126727986e-63, 'rtable_venue': -1.056786445267637e-61}",0.0,0.9483573990291916,0.0,[1.0000000e+00 1.8599196e-22],659-12273,mojito-c
15,"{'ltable_authors': 2.8405419700974704e-18, 'ltable_id': 5.184993500606398e-18, 'ltable_title': -3.0119628872432064e-19, 'ltable_venue': 1.3184198850192875e-17, 'ltable_year': -1.6596612737207e-17, 'rtable_authors': -1.4488428774303716e-18, 'rtable_id': -1.3735550623776029e-17, 'rtable_title': -2.4804000952659825e-18, 'rtable_venue': 1.498053378475272e-18, 'rtable_year': -3.237511227577834e-17}",0.0,0.9075278689851984,0.0,[9.9999905e-01 9.4809815e-07],612-42439,mojito-c
16,"{'ltable_id': 6.056967286339361e-27, 'ltable_title': 3.4884141507602644e-27, 'ltable_year': -2.6808035217944226e-26, 'rtable_authors': -1.6035860878718292e-26, 'rtable_id': 2.2524859930440617e-26, 'rtable_title': 4.597821505421114e-27, 'rtable_venue': 4.9722879829238146e-27, 'rtable_year': 1.0134207623441419e-26}",0.0,0.8045552899711765,0.0,[1.0000000e+00 1.2359571e-22],2185-10241,mojito-c
17,"{'ltable_authors': -2.740388671077815e-26, 'ltable_id': 3.8244301030997105e-26, 'ltable_title': 1.8524022203186115e-26, 'ltable_venue': -7.698460316817982e-26, 'ltable_year': 1.4280798958037928e-25, 'rtable_authors': -1.94495203624758e-26, 'rtable_id': 1.8493364528879089e-25, 'rtable_title': 4.3837270987661956e-27}",0.0,0.9601542470045388,0.0,[9.9996078e-01 3.9220875e-05],980-58492,mojito-c
18,"{'ltable_authors': 8.629908427918905e-22, 'ltable_id': -8.44451922095993e-21, 'ltable_title': -6.043592387681634e-22, 'ltable_venue': 2.216612428964331e-21, 'ltable_year': -9.057522182035473e-21, 'rtable_authors': -3.341147505924003e-22, 'rtable_id': -2.429493550900019e-21, 'rtable_title': -1.0633553705881768e-21, 'rtable_venue': 2.7990505237708203e-21}",0.0,1.0368882659822702,0.0,[0.94626796 0.05373203],603-1832,mojito-c
19,"{'ltable_authors': -3.9354110466714778e-25, 'ltable_id': 2.701405249298747e-25, 'ltable_title': -9.391157547404366e-25, 'ltable_venue': 7.711829487922648e-25, 'ltable_year': -7.786671514990972e-25, 'rtable_authors': 8.90956902764743e-25, 'rtable_id': -3.817353705577998e-24, 'rtable_title': 6.303490024437982e-25, 'rtable_venue': 1.7112752098568463e-25, 'rtable_year': 5.332751348866358e-25}",0.0,1.0104309510206804,0.0,[1.000000e+00 8.799179e-10],2310-35508,mojito-c
20,"{'ltable_authors': -1.259210824682894e-16, 'ltable_id': -9.886151672316231e-17, 'ltable_title': 2.943396746086493e-17, 'ltable_venue': -2.2598198485956197e-16, 'ltable_year': 7.824200255700475e-17, 'rtable_authors': 1.8436468082306416e-16, 'rtable_id': 4.60814558318677e-16, 'rtable_title': -2.7268822910349934e-17}",1.0,0.9377273300196975,1.0,[8.4178528e-04 9.9915826e-01],1381-47050,mojito-c
21,"{'ltable_authors': -2.0308917102021325e-20, 'ltable_id': 9.621643408636792e-21, 'ltable_title': -7.601863415721376e-21, 'ltable_venue': 1.9427543641671953e-20, 'ltable_year': 1.7006444428221523e-20, 'rtable_authors': 1.0112794285376543e-21, 'rtable_id': -1.0352475057972493e-20, 'rtable_title': -2.421707716149013e-21, 'rtable_venue': -4.39154324828066e-21, 'rtable_year': -2.167667985674275e-20}",0.0,1.0895742939901538,0.0,[0.9989629 0.0010371],1084-26734,mojito-c
22,"{'ltable_authors': -2.9798436502145154e-15, 'ltable_id': 2.6821054061745758e-15, 'ltable_title': 5.292840362075823e-16, 'ltable_venue': -2.3868602143662184e-15, 'ltable_year': -1.843529038155918e-15, 'rtable_authors': 2.5350229173249756e-16, 'rtable_id': 1.9580523303400824e-16, 'rtable_title': -1.867137421457712e-16, 'rtable_venue': 2.459953812615414e-16}",0.0,1.3891540370532311,0.0,[0.99895006 0.00105001],1883-15003,mojito-c
23,"{'ltable_authors': 0.0, 'ltable_id': 0.0, 'ltable_title': 0.0, 'ltable_venue': 0.0, 'ltable_year': 0.0, 'rtable_authors': 0.0, 'rtable_id': 0.0, 'rtable_title': 0.0}",0.0,0.9012369799893349,0.0,[1.0000000e+00 2.5752693e-21],2036-47255,mojito-c
24,"{'ltable_id': -2.8157426306360826e-17, 'ltable_title': -9.413574558632796e-17, 'ltable_year': -6.153721262835436e-17, 'rtable_authors': 1.6165274638757524e-16, 'rtable_id': 1.6371528583785697e-16, 'rtable_title': -8.259742424162945e-17, 'rtable_venue': 1.0628636344931778e-16, 'rtable_year': -9.206728453677143e-17}",0.0,0.7010350450291298,0.0,[1.000000e+00 4.655152e-09],2588-7916,mojito-c
25,"{'ltable_authors': -5.242696845051182e-26, 'ltable_id': -3.3296772078836585e-25, 'ltable_title': -7.944732422080959e-27, 'ltable_venue': -3.7738147622746434e-25, 'ltable_year': 9.80600359252057e-25, 'rtable_authors': -6.750575549436609e-25, 'rtable_id': -5.81362124444488e-25, 'rtable_title': 6.377385963259465e-26, 'rtable_venue': 1.2601646576557762e-25, 'rtable_year': 3.915138311490302e-25}",0.0,0.9827079490059987,0.0,[1.000000e+00 6.073278e-10],1435-59475,mojito-c
26,"{'ltable_authors': -1.5299094431458632e-20, 'ltable_id': 7.5658948290656825e-19, 'ltable_title': -4.1887401854274904e-20, 'ltable_venue': -1.7402965096608044e-19, 'ltable_year': -9.75907869281032e-19, 'rtable_authors': 8.746440777386252e-20, 'rtable_id': 2.4953480988599937e-19, 'rtable_title': -7.122192058786226e-20, 'rtable_venue': 1.3726606132933236e-19, 'rtable_year': 8.062572613104594e-19}",0.0,1.1879201590199955,0.0,[1.000000e+00 9.178557e-10],800-29677,mojito-c
27,"{'ltable_authors': 8.205656160370069e-29, 'ltable_id': 9.448631725859115e-27, 'ltable_title': -5.732567296784361e-28, 'ltable_venue': -1.671271523232474e-27, 'ltable_year': 1.2868377236629982e-26, 'rtable_authors': -1.569264754254142e-27, 'rtable_id': -2.9586379119035664e-27, 'rtable_title': 3.055305603060982e-29, 'rtable_venue': -5.743284979175402e-28, 'rtable_year': -5.670251009031745e-27}",0.0,0.9073287429637276,0.0,[9.9979347e-01 2.0658156e-04],806-6887,mojito-c
28,"{'ltable_authors': 5.445396370635608e-20, 'ltable_id': 7.201061740327647e-19, 'ltable_title': 5.333559354962564e-19, 'ltable_venue': -5.069915548114047e-19, 'ltable_year': -1.1236522966745767e-18, 'rtable_authors': 3.1809121869873297e-19, 'rtable_id': 6.780984822896724e-19, 'rtable_title': -4.988463744274843e-19}",0.0,0.9235292160301469,0.0,[1.0000000e+00 8.6623885e-12],925-52718,mojito-c
29,"{'ltable_authors': 1.2544405216640144e-23, 'ltable_id': 2.545573997455819e-23, 'ltable_title': 7.462132732681539e-26, 'ltable_venue': -1.9157575737912448e-23, 'ltable_year': -5.468964868674664e-23, 'rtable_authors': -4.529455306125023e-24, 'rtable_id': 5.340410798638903e-23, 'rtable_title': -1.3374636054911192e-24}",0.0,0.9171136830118485,0.0,[9.9999785e-01 2.1001458e-06],1856-43531,mojito-c
30,"{'ltable_authors': 1.9298633398103245e-17, 'ltable_id': 1.372049071834335e-15, 'ltable_title': -2.6986167046244892e-17, 'ltable_venue': 1.0992378449803945e-15, 'ltable_year': -7.304289210871194e-16, 'rtable_authors': 2.8857004896732947e-16, 'rtable_id': 2.2585544760975266e-16, 'rtable_title': 1.1095924909583215e-16, 'rtable_venue': -6.936795686278077e-17}",0.0,0.9388503860100172,0.0,[9.9999964e-01 3.0356594e-07],74-40649,mojito-c
31,"{'ltable_authors': -7.52228484101279e-21, 'ltable_id': -8.410311697090435e-21, 'ltable_title': 1.0524334025299774e-21, 'ltable_venue': 3.482818969493377e-21, 'ltable_year': 1.3815561451170573e-20, 'rtable_authors': 2.8854091288922647e-22, 'rtable_id': 1.3594888895905676e-21, 'rtable_title': 1.9883802338002066e-21, 'rtable_venue': 2.273195631127795e-22, 'rtable_year': -9.495978784451076e-21}",0.0,0.9782013340154663,0.0,[1.0000000e+00 2.6380729e-08],2538-15659,mojito-c
32,"{'ltable_authors': -3.0990227362677487e-32, 'ltable_id': -8.523006474106627e-29, 'ltable_title': -8.794168484541546e-30, 'ltable_venue': 3.098100650672233e-29, 'ltable_year': 1.1234761507222425e-28, 'rtable_authors': -4.181716058846203e-30, 'rtable_id': 2.57695867989521e-30, 'rtable_title': 5.369291560963825e-30, 'rtable_venue': 4.354363137066073e-30}",0.0,0.9669513219851069,0.0,[1.0000000e+00 2.8280873e-22],19-6261,mojito-c
33,"{'ltable_authors': 7.280069117309791e-20, 'ltable_id': -7.170497411320478e-20, 'ltable_title': -4.75820742848992e-21, 'ltable_venue': -3.33854171218818e-19, 'ltable_year': -2.427822785271283e-19, 'rtable_authors': 3.5554013196827007e-22, 'rtable_id': 6.231586116772152e-19, 'rtable_title': -6.398689982292292e-21, 'rtable_venue': 2.8662374524100515e-20, 'rtable_year': -7.626926174757482e-19}",0.0,0.981214776984416,0.0,[9.9998534e-01 1.4680345e-05],1391-10963,mojito-c
34,"{'ltable_authors': -2.207601319819134e-24, 'ltable_id': 1.2258539092827435e-23, 'ltable_title': -3.299270581332012e-24, 'ltable_venue': 1.2665353237677347e-23, 'ltable_year': 9.943033527469039e-24, 'rtable_authors': -1.7373987751809644e-24, 'rtable_id': -4.771506687315614e-24, 'rtable_title': -2.6048002827469073e-24}",0.0,0.8062286349595524,0.0,[0.93812156 0.06187845],2113-4298,mojito-c
35,"{'ltable_authors': 1.788777462253188e-41, 'ltable_id': 8.810627490321817e-41, 'ltable_title': 4.402159060606041e-42, 'ltable_venue': -5.851467646100114e-41, 'ltable_year': -2.3564658414617543e-40, 'rtable_authors': 3.465605457339904e-42, 'rtable_id': 6.662677190324894e-41, 'rtable_title': -1.6519421351559775e-41, 'rtable_venue': 6.499403154780521e-41, 'rtable_year': -1.0580966791276108e-41}",0.0,0.9022675919695757,0.0,[0.99024534 0.00975461],997-53122,mojito-c
36,"{'ltable_authors': 0.0, 'ltable_id': 0.0, 'ltable_title': 0.0, 'ltable_venue': 0.0, 'ltable_year': 0.0, 'rtable_authors': 0.0, 'rtable_id': 0.0, 'rtable_title': 0.0, 'rtable_venue': 0.0}",0.0,0.7480177900288254,0.0,[0.9988967  0.00110327],667-8795,mojito-c
37,"{'ltable_authors': 3.285266580678631e-18, 'ltable_id': 1.637083234122294e-17, 'ltable_title': -2.05172450485706e-17, 'ltable_venue': -6.243699080562377e-17, 'ltable_year': -2.894462488345023e-17, 'rtable_authors': 3.1176781103269785e-18, 'rtable_id': 9.507056447907854e-17, 'rtable_title': 1.0943533152931559e-17, 'rtable_venue': -6.839868427942756e-19, 'rtable_year': 5.081083744485604e-17}",0.0,1.1613754450227134,0.0,[1.000000e+00 3.012581e-10],2076-38242,mojito-c
38,"{'ltable_authors': 2.7059610587698625e-31, 'ltable_id': -4.307378738126874e-31, 'ltable_title': 4.727579825972308e-33, 'ltable_venue': 1.1830026964170062e-31, 'ltable_year': 4.087085818485463e-33, 'rtable_authors': -1.7714877043999923e-31, 'rtable_id': -4.884246601573083e-31, 'rtable_title': 9.987964503395058e-32, 'rtable_venue': 1.361609639021705e-32}",0.0,0.7573187460075133,0.0,[1.0000000e+00 2.3740609e-21],425-50887,mojito-c
39,"{'ltable_authors': -1.3942504736937778e-50, 'ltable_id': 3.76107355995365e-49, 'ltable_title': 6.891766734378449e-50, 'ltable_venue': -1.2680876934937055e-49, 'ltable_year': 3.416717375347429e-49, 'rtable_authors': -5.898263310434008e-51, 'rtable_id': 1.8017943299164567e-49, 'rtable_title': 3.492844632853508e-50, 'rtable_year': 1.3717284721538166e-49}",0.0,0.9358756379806437,0.0,[1.00000000e+00 1.01320814e-13],1487-16499,mojito-c
40,"{'ltable_authors': -5.330779556025125e-10, 'ltable_id': 3.5834941993388454e-09, 'ltable_title': 1.2708050671198293e-10, 'ltable_venue': 1.1878866568945532e-09, 'ltable_year': -8.317849178180217e-09, 'rtable_authors': -6.585678918251967e-10, 'rtable_id': 6.586809737791937e-09, 'rtable_title': -7.674200270289006e-10, 'rtable_venue': 7.551633077664899e-10}",1.0,0.9771674419753253,0.0,[0.94380367 0.05619635],846-53598,mojito-c
41,"{'ltable_authors': 2.2755587186947863e-24, 'ltable_id': -1.6585090753632732e-23, 'ltable_title': 1.1285462131240554e-23, 'ltable_venue': -1.338262235071894e-23, 'ltable_year': 2.420647139924018e-24, 'rtable_authors': -1.220276055134098e-24, 'rtable_id': 4.3119040110352405e-24, 'rtable_title': -1.5896109962247227e-23, 'rtable_venue': 8.697275641928261e-25}",0.0,0.8477395909721963,0.0,[1.0000000e+00 1.3437949e-08],1785-42348,mojito-c
42,"{'ltable_authors': -4.1392614007545605e-30, 'ltable_id': 8.555393230947693e-29, 'ltable_title': 2.376505317825554e-30, 'ltable_venue': -5.672874908816061e-29, 'ltable_year': -3.327139538934548e-29, 'rtable_authors': 1.0673705931358989e-29, 'rtable_id': -6.106999118800072e-29, 'rtable_title': 2.477779779049465e-30}",0.0,0.9654197549680248,0.0,[9.9997008e-01 2.9867186e-05],1357-50278,mojito-c
43,"{'ltable_authors': 8.500328405989696e-20, 'ltable_id': -7.407226175869807e-19, 'ltable_title': 5.095933030914633e-20, 'ltable_venue': -8.025758666599229e-19, 'ltable_year': -8.085351044696643e-19, 'rtable_authors': 6.014198137616865e-22, 'rtable_id': 2.6011771635622256e-19, 'rtable_title': 1.0036544484253168e-19, 'rtable_venue': 1.8754947554809584e-20}",0.0,1.072592808981426,1.0,[8.404363e-04 9.991596e-01],1640-55264,mojito-c
44,"{'ltable_authors': 2.3340872143219133e-30, 'ltable_id': 1.4638982959454223e-29, 'ltable_title': 2.012667985613607e-30, 'ltable_venue': -5.55427103413505e-29, 'ltable_year': 6.331544215586871e-29, 'rtable_authors': 9.605725225407958e-30, 'rtable_id': 6.438364540527014e-29, 'rtable_title': -1.1466357906163316e-29, 'rtable_venue': -3.427170579471758e-29, 'rtable_year': 4.532816559774598e-30}",0.0,0.8712670180248097,0.0,[1.0000000e+00 8.2879925e-10],2213-26608,mojito-c
45,"{'ltable_authors': 3.8342323376396375e-14, 'ltable_id': -1.302403391422541e-13, 'ltable_title': -1.721491837311241e-14, 'ltable_venue': -1.9367514076549238e-13, 'ltable_year': 1.8894082114999893e-13, 'rtable_authors': -4.454111142163339e-15, 'rtable_id': -3.0851782639818943e-13, 'rtable_title': 9.861172706662023e-16, 'rtable_venue': 1.2802977715715015e-14, 'rtable_year': 1.1503692146105363e-13}",0.0,1.0017362269572914,0.0,[1.0000000e+00 6.0896936e-13],2388-27440,mojito-c
46,"{'ltable_authors': -1.0554904538725265e-26, 'ltable_id': -3.945838046526081e-26, 'ltable_title': 1.3683397696220363e-27, 'ltable_venue': -8.312003421485748e-27, 'ltable_year': -5.299169662773294e-27, 'rtable_authors': -8.550956451863434e-28, 'rtable_id': 3.6472193586479587e-26, 'rtable_title': -1.4505786600727019e-27, 'rtable_venue': 3.93547266705064e-27}",0.0,0.8980394309619442,0.0,[1.0000000e+00 2.9333926e-09],2510-18329,mojito-c
47,"{'ltable_id': -8.650261350056323e-14, 'ltable_title': 1.9294430186944988e-12, 'ltable_year': -3.172701134202173e-12, 'rtable_authors': -2.8214295916206654e-12, 'rtable_id': -4.526491943739266e-12, 'rtable_title': 1.8307443123525075e-13, 'rtable_venue': 4.4633556300413403e-13, 'rtable_year': 1.085497134275713e-12}",0.0,0.7035407070070505,0.0,[0.99675506 0.00324491],479-14191,mojito-c
48,"{'ltable_authors': 3.9218937049340074e-32, 'ltable_id': -4.683861624749758e-31, 'ltable_title': -7.19013845904568e-32, 'ltable_venue': 1.4791141972893971e-31, 'ltable_year': -1.8981965531880597e-30, 'rtable_authors': -1.9336336641647848e-31, 'rtable_id': 4.868750899410932e-31, 'rtable_title': 4.930380657631324e-32, 'rtable_venue': 7.1490519535654195e-31}",1.0,1.1160254249698482,0.0,[0.9688631  0.03113684],670-2835,mojito-c
