,explanation,label,latency,match,prediction,row,type
10,"{'ltable_authors': -0.02568930251232483, 'ltable_title': 0.22843913409356104, 'ltable_venue': 0.016179691013169014, 'ltable_year': 0.07076464186971776, 'rtable_authors': 0.07907123736591311, 'rtable_title': -0.33903585789390234, 'rtable_venue': 0.01537196397605434, 'rtable_year': 0.008929330101344564}",0.0,1.4317868609796278,0.0,[0.99259984 0.00740015],1712-41920,landmark
11,"{'ltable_authors': -2.308656110306109e-06, 'ltable_title': 3.137643044677489e-05, 'ltable_venue': 0.00015418066391182736, 'ltable_year': 2.932519442220373e-05, 'rtable_authors': 7.933614230563616e-05, 'rtable_title': -0.00028158423321990794, 'rtable_venue': -6.946694554223944e-05, 'rtable_year': -0.00012731089073858112}",0.0,1.6506857070489787,0.0,[1.000000e+00 7.078995e-12],709-45026,landmark
12,"{'ltable_authors': -0.4783456154626418, 'ltable_title': 0.2289658425408805, 'ltable_venue': 0.009409381501671787, 'ltable_year': -0.0016747616416944618, 'rtable_authors': 0.049378708100159346, 'rtable_title': 0.17031569806952201, 'rtable_venue': -0.030768887047643245, 'rtable_year': -0.052547009786003324}",0.0,1.4744423440424725,1.0,[2.9093241e-07 9.9999976e-01],2579-42314,landmark
13,"{'ltable_authors': -0.040850665474755854, 'ltable_title': 0.00861402140118751, 'ltable_venue': -0.0017700731405289212, 'ltable_year': -0.004485286848168199, 'rtable_authors': 0.0028341238162308, 'rtable_title': -0.006470590097562123, 'rtable_venue': -0.004302065089430481, 'rtable_year': -0.0001963227881789291}",0.0,1.339395894028712,0.0,[9.9999976e-01 2.8686640e-07],696-46108,landmark
14,"{'ltable_authors': -0.00589535929323851, 'ltable_title': 0.011425630396065988, 'ltable_venue': -0.00073931443239348, 'ltable_year': -0.005584145787260941, 'rtable_authors': -0.01813453871776271, 'rtable_title': 0.008582384791571307, 'rtable_venue': 0.001459934736831064, 'rtable_year': -0.003624141889555878}",0.0,1.5489832100574858,0.0,[1.0000000e+00 1.8599196e-22],659-12273,landmark
15,"{'ltable_authors': 0.027705653308387618, 'ltable_title': -0.08336558244698297, 'ltable_venue': 0.01175248803005964, 'ltable_year': 0.018346277500228967, 'rtable_authors': -0.006014473966999497, 'rtable_title': 0.028863590782402488, 'rtable_venue': -0.04633578533128461, 'rtable_year': 0.02694343144367803}",0.0,1.420765619026497,0.0,[9.9999905e-01 9.4809815e-07],612-42439,landmark
16,"{'ltable_authors': -0.0166556650361643, 'ltable_title': -0.026829661059987204, 'ltable_venue': 0.006513808201751209, 'ltable_year': 0.008324686505819166, 'rtable_authors': -0.014348894585243887, 'rtable_title': -0.04011485651176821, 'rtable_venue': -0.03062907361541303, 'rtable_year': 0.020883847636002713}",0.0,1.5331807970069349,0.0,[1.0000000e+00 1.2359571e-22],2185-10241,landmark
17,"{'ltable_authors': -0.03542338067331517, 'ltable_title': 0.04690027553503282, 'ltable_venue': 0.003645363176124852, 'ltable_year': -0.007263174082134596, 'rtable_authors': -0.05323077019671256, 'rtable_title': 0.0012203051823631427, 'rtable_venue': 0.0015007338095952942, 'rtable_year': 0.020546839494243668}",0.0,1.531580887036398,0.0,[9.9996078e-01 3.9220875e-05],980-58492,landmark
18,"{'ltable_authors': -0.0028371931637846785, 'ltable_title': 0.033014691080374636, 'ltable_venue': -0.024844631224239515, 'ltable_year': -0.006191705821162516, 'rtable_authors': -0.003980585597215069, 'rtable_title': -0.002073829280489818, 'rtable_venue': -0.0209354246195531, 'rtable_year': -0.0014346802998514013}",0.0,1.7633587010204792,0.0,[0.94626796 0.05373203],603-1832,landmark
19,"{'ltable_authors': 1.159725996510196e-05, 'ltable_title': -0.001764389198308329, 'ltable_venue': 0.006833646288453897, 'ltable_year': -0.003249939189514519, 'rtable_authors': -0.00865932040670634, 'rtable_title': -0.0019818718285009858, 'rtable_venue': 0.004070482641318063, 'rtable_year': -0.0026066210164438675}",0.0,1.6159337150165811,0.0,[1.000000e+00 8.799179e-10],2310-35508,landmark
20,"{'ltable_authors': -1.3971804510684904, 'ltable_title': 0.6160338373179196, 'ltable_venue': -0.02190936810282263, 'ltable_year': 0.029665900932271186, 'rtable_authors': 0.05116212066049705, 'rtable_title': 0.3179075401058039, 'rtable_venue': -0.04103304538486789, 'rtable_year': -0.10695810349528341}",1.0,1.7126208159606904,1.0,[8.4178528e-04 9.9915826e-01],1381-47050,landmark
21,"{'ltable_authors': -0.02713733673807461, 'ltable_title': 0.010918265189035284, 'ltable_venue': -0.016406552344534094, 'ltable_year': -0.009924240142932653, 'rtable_authors': -0.11101570569007388, 'rtable_title': 0.04738287414439113, 'rtable_venue': -0.0044745036449469495, 'rtable_year': -0.017349649252048422}",0.0,1.7043896190007217,0.0,[0.9989629 0.0010371],1084-26734,landmark
22,"{'ltable_authors': 0.032264626808506905, 'ltable_title': -0.09842373278295267, 'ltable_venue': -0.04546091842289132, 'ltable_year': 0.043232891647744215, 'rtable_authors': -0.00036094825548961974, 'rtable_title': -0.04494497895329818, 'rtable_venue': -0.008779983192371311, 'rtable_year': -0.003173617357165096}",0.0,1.726687246991787,0.0,[0.99895006 0.00105001],1883-15003,landmark
23,"{'ltable_authors': -0.11202030840918198, 'ltable_title': 0.0672910490909148, 'ltable_venue': 0.0015217460231336482, 'ltable_year': 0.0036340239023107982, 'rtable_authors': 0.06056217998772359, 'rtable_title': 0.0416760086318235, 'rtable_venue': -0.044320843138214855, 'rtable_year': -0.03521873717123025}",0.0,1.5231790149700828,0.0,[1.0000000e+00 2.5752693e-21],2036-47255,landmark
24,"{'ltable_authors': 0.003507646000535123, 'ltable_title': 0.014068661790662004, 'ltable_venue': 0.0007748046041274031, 'ltable_year': -0.004625427532564816, 'rtable_authors': -0.02028018211783571, 'rtable_title': -0.0044925877095344504, 'rtable_venue': -0.008657521768125329, 'rtable_year': 0.0002761317009058648}",0.0,1.2097893740283325,0.0,[1.000000e+00 4.655152e-09],2588-7916,landmark
25,"{'ltable_authors': 1.6308065856010855e-06, 'ltable_title': 9.671303684942364e-07, 'ltable_venue': -1.111288465277105e-06, 'ltable_year': 3.331964920514541e-07, 'rtable_authors': -2.0025232200106708e-06, 'rtable_title': -4.285519713412728e-07, 'rtable_venue': -1.1396793727659569e-06, 'rtable_year': -8.228537585163704e-07}",0.0,1.5371243269764818,0.0,[1.000000e+00 6.073278e-10],1435-59475,landmark
26,"{'ltable_authors': -0.04032231032406769, 'ltable_title': 0.013824593059283458, 'ltable_venue': -0.0027104265950669663, 'ltable_year': 0.011552830888652832, 'rtable_authors': -0.025112333992498456, 'rtable_title': -0.011379795078506113, 'rtable_venue': 0.019895651574559244, 'rtable_year': 0.008483633360774985}",0.0,1.7123987579834647,0.0,[1.000000e+00 9.178557e-10],800-29677,landmark
27,"{'ltable_authors': 0.01914660817534726, 'ltable_title': -0.07395743713560414, 'ltable_venue': 0.07028227967189654, 'ltable_year': 0.05994376427421899, 'rtable_authors': -0.08227004864052793, 'rtable_title': 0.14153224971403416, 'rtable_venue': 0.04828971142814327, 'rtable_year': 0.031319247827883624}",0.0,1.4924661969998851,0.0,[9.9979347e-01 2.0658156e-04],806-6887,landmark
28,"{'ltable_authors': -0.1485888349235885, 'ltable_title': 0.07231550242250669, 'ltable_venue': 0.03521416650552181, 'ltable_year': -0.007712058181870663, 'rtable_authors': -0.11057025231949935, 'rtable_title': 0.06538630235672492, 'rtable_venue': -0.005452753258510672, 'rtable_year': 0.02945207860774319}",0.0,1.4305517350439914,0.0,[1.0000000e+00 8.6623885e-12],925-52718,landmark
29,"{'ltable_authors': -0.041741764478916143, 'ltable_title': -0.05766675591609523, 'ltable_venue': 0.043941814141177635, 'ltable_year': -0.012735315142142923, 'rtable_authors': 0.027449113166052183, 'rtable_title': -0.04002895198136456, 'rtable_venue': 0.00626768615600374, 'rtable_year': -0.011558638096393807}",0.0,1.4718422230216675,0.0,[9.9999785e-01 2.1001458e-06],1856-43531,landmark
30,"{'ltable_authors': -0.1685822088591991, 'ltable_title': 0.10242426930978994, 'ltable_venue': -0.02233350741292845, 'ltable_year': 0.03123686502847771, 'rtable_authors': 0.1589359072031965, 'rtable_title': 0.08055374433460767, 'rtable_venue': -0.12091363799522277, 'rtable_year': -0.019923365050468857}",0.0,1.5580949450377375,0.0,[9.9999964e-01 3.0356594e-07],74-40649,landmark
31,"{'ltable_authors': 0.043541613182319645, 'ltable_title': 0.021089184400757254, 'ltable_venue': 0.02571867231895974, 'ltable_year': -0.04391207145947926, 'rtable_authors': -0.206335041244752, 'rtable_title': 0.022070266772265566, 'rtable_venue': 0.11712062291991243, 'rtable_year': 0.016324160542135556}",0.0,1.5445076490286738,0.0,[1.0000000e+00 2.6380729e-08],2538-15659,landmark
32,"{'ltable_authors': 0.023688509803022496, 'ltable_title': -0.012125319337509096, 'ltable_venue': 0.0036870105516342722, 'ltable_year': -0.019730429306129137, 'rtable_authors': 0.03531731914915108, 'rtable_title': -0.026462612298505328, 'rtable_venue': -0.006247384234063986, 'rtable_year': 0.004189416950732012}",0.0,1.5831929779960774,0.0,[1.0000000e+00 2.8280873e-22],19-6261,landmark
33,"{'ltable_authors': 0.059340577753813906, 'ltable_title': -0.13462555031092194, 'ltable_venue': -0.015061509662393785, 'ltable_year': 0.010411423200146274, 'rtable_authors': 0.03300719581284402, 'rtable_title': -0.059889050561371275, 'rtable_venue': 0.040305567062693254, 'rtable_year': 0.005160851090495807}",0.0,1.5607114890008233,0.0,[9.9998534e-01 1.4680345e-05],1391-10963,landmark
34,"{'ltable_authors': -0.026220488957759365, 'ltable_title': -0.013129661097696923, 'ltable_venue': 0.014267612238318662, 'ltable_year': 0.012642700842295625, 'rtable_authors': -0.0436482453001895, 'rtable_title': 0.031529555923550896, 'rtable_venue': -0.00031509682572002356, 'rtable_year': 0.004905979766181465}",0.0,1.3619258680264466,0.0,[0.93812156 0.06187845],2113-4298,landmark
35,"{'ltable_authors': -0.0010724703936846427, 'ltable_title': 0.0008969683064415625, 'ltable_venue': -0.0015489497069115193, 'ltable_year': -0.0006617541071300506, 'rtable_authors': -0.0015457542209743184, 'rtable_title': 0.0008383508906501457, 'rtable_venue': 0.0015791613699783227, 'rtable_year': -0.0006560493150966299}",0.0,1.4944111629738472,0.0,[0.99024534 0.00975461],997-53122,landmark
36,"{'ltable_authors': 1.220725392600814, 'ltable_title': 0.2485378209361462, 'ltable_venue': 0.07670768934533437, 'ltable_year': 0.013937960057190269, 'rtable_authors': 0.2672939716188409, 'rtable_title': 0.5505843851155772, 'rtable_venue': -0.04282328346833417, 'rtable_year': 0.1026257885748025}",0.0,1.3066133839893155,0.0,[0.9988967  0.00110327],667-8795,landmark
37,"{'ltable_authors': 0.03245774951733437, 'ltable_title': -0.032434505739987164, 'ltable_venue': -0.006318686356846195, 'ltable_year': 0.019869101957403625, 'rtable_authors': 0.004351439005809416, 'rtable_title': -0.06669315858703417, 'rtable_venue': 0.023939443011085745, 'rtable_year': -0.012085622214992896}",0.0,1.715146119997371,0.0,[1.000000e+00 3.012581e-10],2076-38242,landmark
38,"{'ltable_authors': 7.87227925003134e-05, 'ltable_title': 6.113714634111579e-05, 'ltable_venue': -4.134580111943524e-05, 'ltable_year': -0.00013543905615883404, 'rtable_authors': 6.240267045772266e-06, 'rtable_title': 0.00010200833212628176, 'rtable_venue': -0.0004335714438903461, 'rtable_year': 0.0001524365943995628}",0.0,1.2896655639633536,0.0,[1.0000000e+00 2.3740609e-21],425-50887,landmark
39,"{'ltable_authors': 0.016958226437025367, 'ltable_title': -0.004600093558317823, 'ltable_venue': -0.01037255011937124, 'ltable_year': -0.0006615618303921443, 'rtable_authors': -0.0025714284634773274, 'rtable_title': -0.004339900026471357, 'rtable_venue': -0.003909775592304327, 'rtable_year': -0.00468059092402371}",0.0,1.4955216199741699,0.0,[1.00000000e+00 1.01320814e-13],1487-16499,landmark
40,"{'ltable_authors': 0.6991938246384117, 'ltable_title': 0.03804371029883556, 'ltable_venue': -0.0031863708729752455, 'ltable_year': -0.0020072719820737467, 'rtable_authors': 0.8793288074887904, 'rtable_title': 0.021839169759372834, 'rtable_venue': 0.017067837155207783, 'rtable_year': -0.08708884961992304}",1.0,1.4452434850391,0.0,[0.94380367 0.05619635],846-53598,landmark
41,"{'ltable_authors': -0.04088337889360357, 'ltable_title': 0.008618721453763162, 'ltable_venue': -0.009046527596740416, 'ltable_year': 0.010160969817889925, 'rtable_authors': 0.009118457510250425, 'rtable_title': -0.016200977293023916, 'rtable_venue': 0.028839437336240822, 'rtable_year': -0.0037229808262040785}",0.0,1.4020114989834838,0.0,[1.0000000e+00 1.3437949e-08],1785-42348,landmark
42,"{'ltable_authors': -0.03308334036797071, 'ltable_title': 0.016565020870422276, 'ltable_venue': -0.003925901109761286, 'ltable_year': -0.0010769179265268458, 'rtable_authors': 0.0023549492983699727, 'rtable_title': -0.013917999060528534, 'rtable_venue': 0.009534915524399622, 'rtable_year': 0.000479550518137104}",0.0,1.6064782880130224,0.0,[9.9997008e-01 2.9867186e-05],1357-50278,landmark
43,"{'ltable_authors': 0.010317032665447038, 'ltable_title': 0.003070944127397189, 'ltable_venue': -0.009353727360592342, 'ltable_year': 0.002918223049780331, 'rtable_authors': -0.01880954603530858, 'rtable_title': -0.0002824192986687398, 'rtable_venue': 0.012318489198571796, 'rtable_year': 0.002359059848611605}",0.0,1.5810953559703194,1.0,[8.404363e-04 9.991596e-01],1640-55264,landmark
44,"{'ltable_authors': -3.301048632778982e-05, 'ltable_title': -8.655953451190881e-06, 'ltable_venue': -5.760475815102023e-06, 'ltable_year': 1.241736295962585e-05, 'rtable_authors': 6.5052851788463075e-06, 'rtable_title': -1.8498225097664153e-05, 'rtable_venue': 5.293616682917227e-06, 'rtable_year': -8.358056168574978e-07}",0.0,1.378450466960203,0.0,[1.0000000e+00 8.2879925e-10],2213-26608,landmark
45,"{'ltable_authors': 0.08651456868646801, 'ltable_title': 0.1086801717249246, 'ltable_venue': 0.08761304045768578, 'ltable_year': -0.02378393244405344, 'rtable_authors': 0.044343523814713556, 'rtable_title': -0.14476139525431841, 'rtable_venue': -0.11219368021463033, 'rtable_year': -0.03760673816763828}",0.0,1.507224116998259,0.0,[1.0000000e+00 6.0896936e-13],2388-27440,landmark
46,"{'ltable_authors': -0.013484369334660292, 'ltable_title': 0.02705106108287011, 'ltable_venue': 0.038379312292718154, 'ltable_year': 0.015126501655922636, 'rtable_authors': -0.005982418519682868, 'rtable_title': -0.04974122478309555, 'rtable_venue': -0.016584281429933033, 'rtable_year': -0.013278196442970151}",0.0,1.459424239990767,0.0,[1.0000000e+00 2.9333926e-09],2510-18329,landmark
47,"{'ltable_authors': -0.11932919708126868, 'ltable_title': 0.10929515512178153, 'ltable_venue': -0.054402795309885954, 'ltable_year': -0.005716441555260016, 'rtable_authors': -0.1634394968963829, 'rtable_title': 0.09702657600411836, 'rtable_venue': 0.018869057602829576, 'rtable_year': -0.003117433816315466}",0.0,1.2942662420100532,0.0,[0.99675506 0.00324491],479-14191,landmark
48,"{'ltable_authors': 1.1287190497612665, 'ltable_title': 0.3236207253007301, 'ltable_venue': -0.11248627667794765, 'ltable_year': 0.046023915370940895, 'rtable_authors': 0.6455795331725005, 'rtable_title': 0.6957857913256578, 'rtable_venue': -0.18869533046145237, 'rtable_year': -0.18980736975806375}",1.0,1.6743735109921545,0.0,[0.9688631  0.03113684],670-2835,landmark
