,explanation,label,latency,match,prediction,row,type
38,"{'ltable_authors': 1.0428599874682895e-05, 'ltable_id': -5.36439560595609e-05, 'ltable_title': -1.3847962365093287e-06, 'rtable_authors': -0.00012648821656955356, 'rtable_id': 8.065859829517469e-05, 'rtable_title': -8.283227053257616e-06, 'rtable_venue': -4.550622584725437e-05}",0.0,0.56109169597039,0.0,[1.0000000e+00 2.3740609e-21],425-50887,mojito-d
39,"{'ltable_authors': -8.03425919545618e-05, 'ltable_id': -9.100975191351902e-05, 'ltable_title': -3.534432077151255e-05, 'ltable_venue': 3.0565967252034824e-05, 'rtable_authors': -5.6133591100454526e-05, 'rtable_year': -0.00012132929321235547}",0.0,0.5814817989594303,0.0,[1.00000000e+00 1.01320814e-13],1487-16499,mojito-d
40,"{'ltable_authors': 0.15211694016583535, 'ltable_id': -0.25512027053935526, 'ltable_title': 0.05547808790708554, 'ltable_venue': 0.05844566714277982, 'rtable_authors': 0.08037665451415715, 'rtable_title': 0.1272872522001529}",1.0,0.5847946189460345,0.0,[0.94380367 0.05619635],846-53598,mojito-d
41,"{'ltable_authors': 0.0036493195044214758, 'ltable_id': -0.04275365342002843, 'ltable_title': -0.029538614256846056, 'ltable_venue': -0.020949898341474465, 'ltable_year': -0.023807778636842622, 'rtable_authors': 0.03044836630224065, 'rtable_venue': -0.029876243418412357}",0.0,0.553378064010758,0.0,[1.0000000e+00 1.3437949e-08],1785-42348,mojito-d
42,"{'ltable_authors': -0.012458400713485114, 'ltable_id': -0.02008506363411098, 'ltable_title': -0.010370600391161203, 'ltable_year': -0.008472726825983079, 'rtable_authors': -0.011696635838355734, 'rtable_title': -0.0026375402102147448}",0.0,0.6062057000235654,0.0,[9.9997008e-01 2.9867186e-05],1357-50278,mojito-d
43,"{'ltable_authors': -1.1222813283361451e-05, 'ltable_title': -1.8360328175552787e-05, 'rtable_authors': -2.030752910751804e-05, 'rtable_id': -2.469106273481142e-05, 'rtable_title': -1.2137318683093223e-05, 'rtable_venue': -1.7692159915598363e-06}",0.0,0.7049221920315176,1.0,[8.404363e-04 9.991596e-01],1640-55264,mojito-d
44,"{'ltable_authors': -1.6953726317276763e-06, 'ltable_id': -6.283418161985037e-07, 'ltable_title': -9.97968349922479e-07, 'ltable_venue': -1.036342216063392e-06, 'rtable_authors': -1.3209498272272834e-06, 'rtable_title': -7.46194811015812e-07, 'rtable_venue': -1.0214323463668058e-06}",0.0,0.5709836549940519,0.0,[1.0000000e+00 8.2879925e-10],2213-26608,mojito-d
45,"{'ltable_authors': -0.05802437542753461, 'ltable_title': 0.011156149847399637, 'rtable_authors': 0.04989997176306216, 'rtable_title': -0.04174322822990568, 'rtable_venue': -0.03409214215162454}",0.0,0.6228561530006118,0.0,[1.0000000e+00 6.0896936e-13],2388-27440,mojito-d
46,"{'ltable_authors': -0.0015868802320555563, 'ltable_title': -0.001384163182604904, 'rtable_authors': -0.0012779605625071223, 'rtable_title': -0.0022307953553938977, 'rtable_venue': -0.0018774076515398045}",0.0,0.6018911709543318,0.0,[1.0000000e+00 2.9333926e-09],2510-18329,mojito-d
47,"{'ltable_title': 0.06768114637196691, 'rtable_authors': -0.2010942738791261, 'rtable_id': 0.053396640629959156, 'rtable_title': -0.020096244280425366, 'rtable_venue': 0.02165842601000885, 'rtable_year': 0.020570276014897037}",0.0,0.5321991009986959,0.0,[0.99675506 0.00324491],479-14191,mojito-d
48,"{'ltable_authors': 0.07861502158080544, 'ltable_title': 0.10268577063892287, 'ltable_venue': 0.08189646791538824, 'rtable_authors': 0.11693101447332412, 'rtable_title': 0.10558453784617465}",1.0,0.8698578660259955,0.0,[0.9688631  0.03113684],670-2835,mojito-d
